,Time (CET),Attribute,Value,datetime,Year,Month,Day,s,sH,T,p,w,c,Cl,W2,tS,E',P,U
1776,1,2020-04-23,0.0,2020-04-23 01:00:00,2020,4,23,0,13,17.0,0.0,облачность,70,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,758.8,45.0
1777,2,2020-04-23,16.657694596279,2020-04-23 02:00:00,2020,4,23,1,13,17.0,0.0,облачность,70,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,760.3,53.0
1778,3,2020-04-23,3460.869164268021,2020-04-23 03:00:00,2020,4,23,1,13,14.9,0.0,облачность,70,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,760.3,53.0
1779,4,2020-04-23,14855.6917723137,2020-04-23 04:00:00,2020,4,23,1,13,14.9,0.0,облачность,70,"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.",0,0,0,760.3,53.0
1780,5,2020-04-23,20263.921755286003,2020-04-23 05:00:00,2020,4,23,1,13,14.9,0.0,облачность,60,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,51.0
1781,6,2020-04-23,19271.816781283,2020-04-23 06:00:00,2020,4,23,1,13,19.9,0.0,ясно,60,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,51.0
1782,7,2020-04-23,18495.373010323,2020-04-23 07:00:00,2020,4,23,1,13,19.9,0.0,ясно,60,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,51.0
1783,8,2020-04-23,19901.97896952101,2020-04-23 08:00:00,2020,4,23,1,13,19.9,0.0,ясно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,36.0
1784,9,2020-04-23,17168.03055680899,2020-04-23 09:00:00,2020,4,23,1,13,23.9,0.0,ясно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,36.0
1785,10,2020-04-23,20372.923507310003,2020-04-23 10:00:00,2020,4,23,1,13,23.9,0.0,ясно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,761.6,36.0
1786,11,2020-04-23,18191.076320340002,2020-04-23 11:00:00,2020,4,23,1,13,23.9,0.0,ясно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,760.2,30.0
1787,12,2020-04-23,19860.091009990007,2020-04-23 12:00:00,2020,4,23,1,13,24.8,0.0,облачно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,760.2,30.0
1788,13,2020-04-23,18623.70720133,2020-04-23 13:00:00,2020,4,23,1,13,24.8,0.0,облачно,40,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,760.2,30.0
1789,14,2020-04-23,8740.290000970012,2020-04-23 14:00:00,2020,4,23,1,13,24.8,0.0,облачно,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,758.2,29.0
1790,15,2020-04-23,3770.3289757099787,2020-04-23 15:00:00,2020,4,23,1,13,22.6,0.0,облачно,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,758.2,29.0
1791,16,2020-04-23,109.84265941001664,2020-04-23 16:00:00,2020,4,23,0,13,22.6,0.0,облачно,70,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",0,0,0,758.2,29.0
1792,17,2020-04-23,0.0,2020-04-23 17:00:00,2020,4,23,0,13,22.6,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.2,30.0
1793,18,2020-04-23,0.0,2020-04-23 18:00:00,2020,4,23,0,13,24.7,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.2,30.0
1794,19,2020-04-23,0.0,2020-04-23 19:00:00,2020,4,23,0,13,24.7,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.2,30.0
1795,20,2020-04-23,0.0,2020-04-23 20:00:00,2020,4,23,0,13,24.7,0.0,облачно,90,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.0,32.0
1796,21,2020-04-23,0.0,2020-04-23 21:00:00,2020,4,23,0,13,19.2,0.0,облачно,90,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.0,32.0
1797,22,2020-04-23,0.0,2020-04-23 22:00:00,2020,4,23,0,13,19.2,0.0,облачно,90,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,758.0,32.0
1798,23,2020-04-23,0.0,2020-04-23 23:00:00,2020,4,23,0,13,19.2,0.0,облачно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,758.0,74.0
1799,24,2020-04-24,0.0,2020-04-24 00:00:00,2020,4,24,0,13,13.8,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,758.0,74.0
1800,1,2020-04-24,0.0,2020-04-24 01:00:00,2020,4,24,0,13,13.8,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,758.0,74.0
1801,2,2020-04-24,0.0,2020-04-24 02:00:00,2020,4,24,1,13,13.8,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,758.6,77.0
1802,3,2020-04-24,0.0,2020-04-24 03:00:00,2020,4,24,1,13,10.3,1.9,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,758.6,77.0
1803,4,2020-04-24,200.56965940909998,2020-04-24 04:00:00,2020,4,24,1,13,10.3,1.9,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,758.6,77.0
1804,5,2020-04-24,3473.4762403989,2020-04-24 05:00:00,2020,4,24,1,13,10.3,1.9,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,759.7,90.0
1805,6,2020-04-24,2811.167805309,2020-04-24 06:00:00,2020,4,24,1,13,11.5,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,759.7,90.0
1806,7,2020-04-24,2750.3283804879998,2020-04-24 07:00:00,2020,4,24,1,13,11.5,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,759.7,90.0
1807,8,2020-04-24,4069.0006699250002,2020-04-24 08:00:00,2020,4,24,1,13,11.5,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,760.8,89.0
1808,9,2020-04-24,5201.139270679999,2020-04-24 09:00:00,2020,4,24,1,13,12.0,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,760.8,89.0
1809,10,2020-04-24,6250.610664830002,2020-04-24 10:00:00,2020,4,24,1,13,12.0,0.0,пасмурно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,760.8,89.0
1810,11,2020-04-24,4945.157292849997,2020-04-24 11:00:00,2020,4,24,1,13,12.0,0.0,пасмурно,90,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,761.6,73.0
1811,12,2020-04-24,2998.6425852600046,2020-04-24 12:00:00,2020,4,24,1,13,12.4,0.0,облачно,90,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,761.6,73.0
1812,13,2020-04-24,2165.391398999995,2020-04-24 13:00:00,2020,4,24,1,13,12.4,0.0,облачно,90,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,761.6,73.0
1813,14,2020-04-24,5056.044652000002,2020-04-24 14:00:00,2020,4,24,1,13,12.4,0.0,облачно,70,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,761.8,53.0
1814,15,2020-04-24,4977.194413030001,2020-04-24 15:00:00,2020,4,24,1,13,11.3,7.9,облачно,70,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,761.8,53.0
1815,16,2020-04-24,204.86293141999587,2020-04-24 16:00:00,2020,4,24,0,13,11.3,7.9,облачно,70,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,761.8,53.0
1816,17,2020-04-24,0.0,2020-04-24 17:00:00,2020,4,24,0,13,11.3,7.9,облачно,60,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,762.1,54.0
1817,18,2020-04-24,0.0,2020-04-24 18:00:00,2020,4,24,0,13,18.7,0.0,облачно,60,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,762.1,54.0
1818,19,2020-04-24,0.0,2020-04-24 19:00:00,2020,4,24,0,13,18.7,0.0,облачно,60,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,762.1,54.0
1819,20,2020-04-24,0.0,2020-04-24 20:00:00,2020,4,24,0,13,18.7,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,763.7,56.0
1820,21,2020-04-24,0.0,2020-04-24 21:00:00,2020,4,24,0,13,16.7,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,763.7,56.0
1821,22,2020-04-24,0.0,2020-04-24 22:00:00,2020,4,24,0,13,16.7,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,763.7,56.0
1822,23,2020-04-24,0.0,2020-04-24 23:00:00,2020,4,24,0,13,16.7,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.9,64.0
1823,24,2020-04-25,0.0,2020-04-25 00:00:00,2020,4,25,0,13,9.4,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.9,64.0
1824,1,2020-04-25,0.0,2020-04-25 01:00:00,2020,4,25,0,13,9.4,0.0,облачно,100,"Слоисто-кучевые, образовавшиеся не из кучевых.",0,0,0,764.9,64.0
1825,2,2020-04-25,0.0,2020-04-25 02:00:00,2020,4,25,1,13,9.4,0.0,облачно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,765.4,68.0
1826,3,2020-04-25,313.3885128771,2020-04-25 03:00:00,2020,4,25,1,13,10.3,0.3,облачно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,765.4,68.0
1827,4,2020-04-25,913.5163992608999,2020-04-25 04:00:00,2020,4,25,1,13,10.3,0.3,облачно,90,"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.",Облака покрывали более половины неба в течение всего соответствующего периода.,0,0,765.4,68.0
1828,5,2020-04-25,1351.794051567,2020-04-25 05:00:00,2020,4,25,1,13,10.3,0.3,облачно,90,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,766.8,68.0
1829,6,2020-04-25,3500.715035574,2020-04-25 06:00:00,2020,4,25,1,13,14.6,0.0,малооблачно,90,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,766.8,68.0
1830,7,2020-04-25,10262.682079850996,2020-04-25 07:00:00,2020,4,25,1,13,14.6,0.0,малооблачно,90,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,766.8,68.0
1831,8,2020-04-25,18615.45777492,2020-04-25 08:00:00,2020,4,25,1,13,14.6,0.0,малооблачно,70,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,766.7,49.0
1832,9,2020-04-25,7082.3103875100005,2020-04-25 09:00:00,2020,4,25,1,13,17.7,0.0,малооблачно,70,"Слоисто-кучевые, образовавшиеся из кучевых.",0,0,0,766.7,49.0
